epoch,phase,loss,accuracy
1,train,1.6511353109310423,0.5408375491849353
1,test,1.002395108911291,0.6749486652977412
2,train,1.6170155953664067,0.5551714446318157
2,test,0.9950555798454206,0.677618069815195
3,train,1.5904716966124048,0.56725688589095
3,test,0.9755203649248675,0.6819301848049282
4,train,1.5711590922502,0.5785553681843733
4,test,0.9645731317678761,0.6835728952772073
5,train,1.5560328694794405,0.5791174817313097
5,test,0.973153180312327,0.6825462012320328
6,train,1.5762992678632088,0.5776559865092749
6,test,0.9644381682241232,0.6874743326488706
7,train,1.5649652352287502,0.5797639123102867
7,test,0.9670251883030917,0.6860369609856263
8,train,1.5905126497409128,0.569336706014615
8,test,0.9629628643118135,0.691170431211499
9,train,1.5632802716127066,0.5797920179876335
9,test,0.9478406048163741,0.6936344969199179
10,train,1.5795529910994086,0.5738336143901068
10,test,0.9501053074302125,0.6934291581108829
11,train,1.61445587011051,0.5629567172568859
11,test,0.9629007329196656,0.6952772073921971
12,train,1.5501904107801965,0.5822372119168072
12,test,0.9333468388238237,0.6993839835728952
13,train,1.589181878179429,0.5764755480607082
13,test,0.9477275174746034,0.6985626283367556
14,train,1.5526529132147195,0.5841483979763913
14,test,0.9344550038510034,0.6989733059548254
15,train,1.5542069199515434,0.5898819561551434
15,test,0.9473965387814344,0.6938398357289528
16,train,1.5275778119251793,0.5961495222034852
16,test,0.9257745411116974,0.6989733059548254
17,train,1.5586536342471822,0.5887015177065767
17,test,0.9370898742205798,0.7008213552361396
18,train,1.5317210540401593,0.6013209668353008
18,test,0.9145316129837193,0.706776180698152
19,train,1.5214480951436788,0.602557616638561
19,test,0.9158693582859861,0.7026694045174537
20,train,1.5568176788048103,0.5880831928049466
20,test,0.9178204085792604,0.7028747433264887
